"airline_name","link","title","author","author_country","date","content","lounge_name","airport","lounge_type","date_visit","type_traveller","overall_rating","comfort_rating","cleanliness_rating","bar_beverages_rating","catering_rating","washrooms_rating","wifi_connectivity_rating","staff_service_rating","recommended"
"air-astana","/lounge-reviews/air-astana","Air Astana Business Class Lounge - Almaty Airport","Bertrand Chauffier","","2009-01-18","Somewhat small this is the single airport lounge at Almaty Airport what I believe services all airlines. Seating areas ok small bar and food counter to one side. I could not get my laptop to access any wifi. There was a computer station with internet access at one end of the room but the airport staff seemed to be using this when I visited! A small bathroom area 2 Tv's but not much else.","AIR ASTANA BUSINESS CLASS LOUNGE REVIEW","Almaty Airport","Business Class","","","3.0","2","4","3.0","2.0","2.0","2.0","3.0","0"
"air-berlin","/lounge-reviews/air-berlin"," - Vienna Airport","Stefan Baldauf","Austria","2015-06-17","The lounge in Vienna that is open for Flyniki and Air Berlin flights is quite good. Nice range of breakfast stuff. (cheese, ham, marmelade), nice coffee range, some cereals, fresh fruit. The staff in the lounge is friendly and attentive. ","","Vienna Airport","Frequent Flyer","17-06-2015","Couple Leisure","8.0","4","4","4.0","4.0","4.0","5.0","5.0","1"
"air-berlin","/lounge-reviews/air-berlin","Air Berlin Business Class Lounge - Berlin Tegel Airport","Daniel Houser","United States","2014-04-30","Surprised at complete lack of lounge when flying Air Berlin out of Berlin. Because of the need to get transfer passport control and security check at gate you really have no option and then you're in a space too small for the number of people bad wifi inadequate lighting dirty and 1 food vendor as the only amenity. This business class lounge experience was quite surprising. Once I was on-board the experience was great but the departure experience will keep me from connecting through Berlin again.","AIR BERLIN BUSINESS CLASS LOUNGE REVIEW","Berlin Tegel Airport","Business Class","","","1.0","2","1","1.0","1.0","1.0","1.0","1.0","0"
"air-canada","/lounge-reviews/air-canada","Maple Leaf - Calgary Airport","G Chandler","Estonia","2015-07-18","Travellers are warned that the Air Canada Maple Leaf Lounge at Calgary Intl Airport is undergoing construction. Based on our visit, this is an understatement. We visited the lounge in mid-July 2015 to be greeted by an experience of very poor seating, meagre food offerings and overcrowding. Even restrooms were only limitedly available, due to cleaning which went on for quite some time. In some cases, an airport may offer venues so peaceful and reasonable that it pays to visit them instead of using the airline lounge. The Maple Leaf Lounge at Calgary international exemplifies a second situation where the lounge is so inadequate and overcrowded that even poor airport venues make for a better place to wait for flights. Lounge personnel here were more interested in surfing the Internet than assisting airline customers with questions about connections or required services.","Maple Leaf","Calgary Airport","Business Class","18-07-2015","Business","2.0","1","1","","2.0","3.0","1.0","1.0","0"
"air-canada","/lounge-reviews/air-canada","Maple Leaf Transborder - Toronto Pearson Airport","Erez Hartal","United States","2015-07-03","A nice lounge, with nice view of the tarmac. 2 soups on choice, Dips, as well as salads and sandwiches. Self serve soft drinks and alcohol. Have a kid zone, business center. I can see it can be crowded. Only accessible via elevators. No stairs. So take extra time before leaving the lounge to get to your gate. Better than any Delta, American, United lounges. Still weaker than average premium lounge in Europe.","Maple Leaf Transborder","Toronto Pearson Airport","Frequent Flyer","02-06-2015","FamilyLeisure","6.0","4","3","4.0","3.0","4.0","4.0","4.0","1"
"air-canada","/lounge-reviews/air-canada","Maple Leaf - Los Angeles Lax Airport","Abbey Klugerman","Canada","2015-06-19","The terminal is under renovation and as a result it was difficult to find the entrance to the Air Canada business class lounge. The seating in the lounge was okay (we spent a couple of hours there) but the food and the Air Canada staff were poor at best.","Maple Leaf","Los Angeles Lax Airport","Business Class","","FamilyLeisure","6.0","4","3","1.0","1.0","2.0","4.0","1.0","0"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf Business Class Lounge - London Heathrow Airport","Stephen Lloyd","United Kingdom","2015-05-29","Having flow out of T2 twice on Eva Air recently this review covers both visits. Eva use the Air Canada lounge along with a couple of other Star Alliance carriers. It is close (2-3 minutes) to the boarding gates but suffers like some others on T2 in that it's a fair hike from immigration to the gates/lounge. One inside it is very modern and comfortable with a nice bar and service good range of food and good personal space. Travelling on a Wednesday evening there were not many people in the lounge and it felt quite and comfortable. A vast improvement on the old T3 lounge shared with SAS.","AIR CANADA MAPLE LEAF BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","4.0","4","5","4.0","4.0","4.0","5.0","5.0","1"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf International Business Class Lounge - Toronto Pearson Airport","M Trebuch","Austria","2015-05-09","Worst lounge we have ever seen. Food buffet was almost empty and dirty and not filled up within hours. Washrooms very dirty. Noisy. Disappointing experience.","AIR CANADA MAPLE LEAF INTERNATIONAL BUSINESS CLASS LOUNGE REVIEW","Toronto Pearson Airport","Business Class","","","1.0","2","1","1.0","1.0","1.0","3.0","1.0","0"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf International Business Class Lounge - Toronto Pearson Airport","P Rubenstein","Canada","2015-05-09","Air Canada has made significant improvements in most of its lounges and they are obvious with the upgrade in service and food selection being noticeable. Gone are the days of dirty dishes and rude staff. It has been a welcome improvement. Unfortunately the YYZ MLL International lounge at the E gates seems to have been left behind. On the day I used it it was very busy with limited food offered and an unpleasant ambience. There are just too many people using the lounge many of whom have access because of their frequent flyer status. The end result is that pax who are flying on the expensive long haul flights in business class receive a mediocre experience. It's time for AC to divide the lounge into two sections one for the true international business class and ""Super Elite"" status pax and the other for the basic ""Elite"" pax and those flying on shorter route Rouge Premium. Provide a quiet area with better food for the first group and keep the current set up for the second group. My biggest wish is for AC to provide decent wifi access in its Canadian lounges. I have had better wifi access in ""developing"" world airports.","AIR CANADA MAPLE LEAF INTERNATIONAL BUSINESS CLASS LOUNGE REVIEW","Toronto Pearson Airport","Business Class","","","2.0","3","3","2.0","1.0","2.0","1.0","4.0","0"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf Business Class Lounge - Toronto Pearson Airport","John Doran","Canada","2015-03-22","Now seated in lounge after a two week trip with time spent in other business class lounges Think Toronto maple leaf lounge is one of the worst we have visited Have visited this lounge often but prompted to finally share my thoughts with other travellers as the offering of a few salad items chilli Con carne and stale bread receives a failing grade Air Canada's food is consistently weaker than other competitors.","AIR CANADA MAPLE LEAF BUSINESS CLASS LOUNGE REVIEW","Toronto Pearson Airport","Business Class","","","2.0","5","3","2.0","1.0","3.0","1.0","2.0","0"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf Business Class Lounge - London Heathrow Airport","M Smyth","United Kingdom","2015-03-22","Very comfortable and nicely decorated lounge with small but high quality food and drinks selection. Plenty of seating space and some proper tables and chairs to dine at rather than just sofas everywhere. Nice place.","AIR CANADA MAPLE LEAF BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","5.0","5","5","5.0","4.0","5.0","4.0","4.0","1"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf Business Class Lounge - Los Angeles Lax Airport","Barbara Wiltshire","Canada","2015-02-21","This is the worst lounge. Bathrooms dirty and over flowing trash minimal lounge areas and NO BAR. They don't have a liquor license. All this at a time when the terminal at LAX is under renovation and offers minimal services. I can't believe a first class lounge could be so bad.","AIR CANADA MAPLE LEAF BUSINESS CLASS LOUNGE REVIEW","Los Angeles Lax Airport","Business Class","","","1.0","1","1","1.0","1.0","1.0","3.0","1.0","0"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf Business Class Lounge - Toronto Pearson Airport","Chilun Li","Canada","2015-02-21","I visit this Lounge six times a year in the pass few years. In my every visit the feelings are more or less the same in average except the food choices is very disappointing only cup cakes vegetables and cold boiled eggs. I have never encounter of any hot food nor hot soup in this lounge. Asian instant noodle is never seen here. My wife even prefer to sit outside in those paid cafe to have proper eating.","AIR CANADA MAPLE LEAF BUSINESS CLASS LOUNGE REVIEW","Toronto Pearson Airport","Business Class","","","3.0","4","3","3.0","1.0","3.0","2.0","3.0","0"
"air-canada","/lounge-reviews/air-canada","Air Canada ""united Club"" Business Class Lounge - Honolulu Airport","R Kindrachuk","Canada","2015-01-27","Worst lounge we have ever experienced poor service no food except crackers and cheese. Our flight was late and did not leave till 2:30 am the lounge closed at 11:30 pm. The seating was very uncomfortable bar only had very cheap wines that were free. Overall it was awful.","AIR CANADA ""UNITED CLUB"" BUSINESS CLASS LOUNGE REVIEW","Honolulu Airport","Business Class","","","1.0","1","1","1.0","1.0","1.0","3.0","1.0","0"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf Business Class Lounge - Calgary Airport","D Carter","Canada","2015-01-02","I am always pretty pleased with the Air Canada Lounges (Vancouver is very good and so is Edmonton). Calgary has always been a large and crowded one. They have just done some renovations and while it looks much better (and the staff are invariably courteous and helpful) there is one down-side. There is no longer a self-serve bar. Been through there at least six times in the last month. When the Lounge is not too busy the bar is just fine (they will mix your drink or pour your wine) BUT when the Lounge is busy you end up standing along the bar with people several travellers deep... trying to get the bartender's attention. Once you have it it is very good - not sure if they are trying to control alcohol cost by not letting you ""help yourself"" but it certainly (only when the Lounge is busy as it often is) slows you down. I only had a 35 minute change of planes and could not get anything for the first 15minutes - waited at the bar got my wine drank half and had to leave. Again - it looks great but it is tougher if you are in a hurry. Staff still very courteous.","AIR CANADA MAPLE LEAF BUSINESS CLASS LOUNGE REVIEW","Calgary Airport","Business Class","","","4.0","4","4","2.0","3.0","4.0","4.0","5.0","1"
"air-canada","/lounge-reviews/air-canada","Air Canada Maple Leaf Business Class Lounge - London Heathrow Airport","W Atkinson","Canada","2014-10-22","After a very long walk from check in through security and then into T2B (this is the terminal adjacent to the new Terminal 2 at Heathrow where Air Canada has its arrival/departure operations) we finally arrived at the Lounge; access is by elevator (lift) from the departure terminal gates to an upper floor. We found way finding signage lacking in this brand new terminal and directions to Air Canada's ML Lounge were no exception. We were absolutely exhausted by this time and looking forward to settling in for lunch before our 3 p.m. flight to YUL. The Lounge was very large and of course brand new. Seating was plentiful and the menu selection was excellent with a complete self-serve bar. There was a chef preparing various cooked meals however we just helped ourselves to more lighter fare as we knew we would be having lunch/supper on the flight in a few hours. Washrooms were excellent with private toilets and showers. There was also a business centre which we did not use n or did we use WiFi as it was not secure. We would definitely access this lounge again now that we know where it is.","AIR CANADA MAPLE LEAF BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","4.0","4","4","4.0","4.0","4.0","3.0","2.0","1"
